,Delta_T1_i^k+1,T1_i-1^k,T1_i^k,Delta_T1_i^k,m_flow^k,T_in^k,v^k,t_samples,x_samples
26,-0.46248999999994567,314.12967000000003,314.62453999999997,0.49486999999993486,9.398632000000001,320.1083,1.2019765,765,14
27,0.19072999999997364,305.51993,305.154,-0.36592999999999165,13.484777,319.72876,1.7245473000000002,902,49
28,-0.012400000000013733,305.3393,305.1755,-0.16379999999998063,10.75883,323.14948,1.3759302,214,45
29,-0.2640400000000227,317.4364,317.5622,0.12580000000002656,7.643153999999999,316.13782000000003,0.9774712,857,12
30,-0.08629999999999427,317.74773999999996,317.6078,-0.1399399999999673,12.848671000000001,313.86856,1.6431967,399,20
31,-0.03922999999997501,310.52377,310.3679,-0.15586999999999307,9.429261,321.23688,1.2058936000000002,669,19
32,0.06829999999996517,312.82523,312.3061,-0.5191299999999615,7.184701,322.51068,0.9188403,774,31
33,-0.2305900000000065,311.95062,312.13776,0.18713999999999942,6.170296,314.6303,0.78910965,272,14
34,-0.1672999999999547,304.73093,304.80847,0.07753999999999905,9.050659,316.1652,1.1574748,326,40
35,0.012239999999962947,306.43457,306.2363,-0.19826999999997952,11.19784,322.94492,1.4320743999999999,209,39
36,0.14620999999993955,312.59705,312.23187,-0.3651800000000094,13.028514999999999,317.17615,1.6661967,183,10
37,0.20046000000002095,308.5085,308.1251,-0.3834000000000515,13.543135999999999,316.96255,1.7320106,747,39
38,0.45247999999998,311.25487999999996,310.58322000000004,-0.6716599999999175,13.985164000000001,322.93567,1.788541,376,22
39,-0.068520000000035,310.33092999999997,310.22552,-0.10540999999994938,12.402068,321.257,1.5860813,543,44
40,-0.06999999999999318,311.9283,311.7463,-0.18199999999995953,6.279168599999999,313.93677,0.8030331999999999,269,4
41,-0.14785000000000537,310.9509,310.9258,-0.025100000000009004,12.561162,321.75696,1.6064276000000002,542,38
42,-0.3256200000000149,313.35177999999996,313.62018,0.2684000000000424,8.872377,316.74365,1.1346747,961,14
43,0.07229999999998427,308.37125,308.10522000000003,-0.2660299999999438,13.453312,321.30875,1.7205232,732,39
44,-0.16620000000000346,311.6111,311.5881,-0.023000000000024556,10.5571165,315.02716000000004,1.3501333,847,32
45,0.11554999999998472,319.05807000000004,318.59015,-0.4679200000000492,10.301639999999999,322.89252,1.3174608,219,11
46,-0.20514000000002852,308.73984,308.88004,0.140199999999993,7.1993065000000005,322.5437,0.9207082000000001,438,28
47,0.14010999999999285,308.31192000000004,307.88092,-0.43100000000004,9.230118,315.6809,1.1804255,610,22
48,0.3534700000000157,312.12222,311.13153,-0.9906900000000292,7.986609,319.9085,1.0213951,317,15
49,0.15503000000001066,312.48648,312.05984,-0.4266399999999635,12.468686,316.57394,1.5946008999999999,353,30
50,-0.04401999999998907,312.28403,311.9998,-0.28422999999997955,6.365318,313.58914,0.8140507,267,31
51,-0.5502900000000182,321.0794,321.36142,0.2820199999999886,13.484777,319.72876,1.7245473000000002,902,2
52,-0.10909999999995534,318.58942,318.39716,-0.19226000000003296,11.727666000000001,313.50635,1.4998331,995,12
53,-0.12124999999997499,305.73822,305.73177999999996,-0.006440000000054624,6.0427885,313.1943,0.7728029000000001,460,33
54,0.5875199999999836,319.88196,318.1315,-1.7504599999999755,7.143422599999999,322.54526,0.9135613000000001,704,3
55,0.3533899999999903,316.5608,315.26157,-1.299229999999966,6.3612523,322.69742,0.8135306999999999,297,5
56,-0.03976000000000113,322.0453,321.84872,-0.1965799999999831,13.998844,322.31104,1.7902904999999998,379,4
57,0.11720000000002528,310.0987,309.6821,-0.41660000000001673,9.926598,322.35266,1.2694973,223,31
58,0.5844999999999914,314.4831,313.66162,-0.8214799999999514,13.845576000000001,319.64575,1.7706892,744,15
59,0.013080000000002201,306.93222000000003,306.61002,-0.32220000000000937,6.958506599999999,319.1889,0.88991266,572,41
60,-0.4602600000000052,314.40475,314.79276,0.3880100000000084,10.674014999999999,320.33157,1.3650832,891,9
61,-0.1440099999999802,304.82034,304.84738,0.02703999999999951,9.17706,315.7765,1.17364,327,44
62,-0.09859999999997626,312.23175,312.0795,-0.1522499999999809,6.6794825,313.15012,0.8542287000000001,939,31
63,-0.36374000000000706,314.0359,314.29242,0.25651999999996633,12.62337,313.4307,1.6143833,401,4
64,0.13589999999999236,308.0511,307.7046,-0.3464999999999918,11.257847,313.41888,1.4397486000000002,968,31
65,-0.10190000000000055,312.48508,312.35944,-0.12563999999997577,13.724521,322.34503,1.7552078000000002,532,34
66,0.08117999999996073,310.44104,310.16122,-0.2798199999999724,12.805396,318.25812,1.6376623,187,18
67,-0.044779999999946085,307.8522,307.7519,-0.10030000000000427,13.9408655,320.9239,1.7828758000000002,383,36
68,-0.0036299999999869215,308.09805,307.7998,-0.2982499999999959,6.586904,323.12088,0.8423889999999999,301,16
69,0.3175899999999956,313.18204,312.39374,-0.7882999999999925,9.904272,317.8311,1.2666421,613,17
70,-0.0694400000000428,313.03918,312.8715,-0.16767999999996164,9.373747,320.18527,1.1987940000000001,423,39
71,-0.1995600000000195,310.43286,310.53796,0.10509999999999309,6.899814599999999,313.30945,0.88240665,681,37
72,-0.18400000000002592,304.83905,304.97700000000003,0.1379500000000462,6.7739587,316.16823999999997,0.8663110999999999,471,44
73,-0.04574999999994134,308.37946,308.27475,-0.1047100000000114,13.999673999999999,322.56273999999996,1.7903966,378,33
74,-0.07233999999999696,309.36823,309.27484,-0.09338999999999942,12.9091,322.27443999999997,1.6509247999999999,899,36
75,0.09277000000003,316.99078,316.61893,-0.3718499999999949,11.306525,322.02686,1.4459739999999999,49,13
76,-0.188350000000014,307.16025,307.22528,0.06502999999997883,11.257847,313.41888,1.4397486000000002,968,38
77,-0.16339999999996735,312.37982,312.383,0.003179999999986194,13.959166,313.2005,1.7852162,153,29
78,-0.12314000000003489,311.2525,311.1702,-0.08229999999997517,6.0002317000000005,318.0065,0.7673603,282,29
79,0.026299999999991996,307.9695,307.5945,-0.375,6.504907,319.66183,0.8319025,778,41
80,-0.20650000000000546,308.2418,308.327,0.08519999999998618,10.613242,321.12292,1.3573111,809,39
81,-0.15456999999997834,307.26122999999995,307.31592,0.05469000000005053,6.651633,323.14816,0.85066706,302,22
82,-0.07433999999994967,305.83725,305.7666,-0.07065000000000055,11.850434,321.77797999999996,1.5155338,201,45
83,-0.032559999999989486,306.33737,306.12112,-0.21625000000000227,7.107144,322.6255,0.90892166,308,47
84,0.02602000000007365,304.6844,304.45797999999996,-0.22642000000001872,9.433328999999999,315.05237,1.2064137,329,31
85,-0.007810000000006312,307.4331,307.29364,-0.13946000000004233,13.911292999999999,320.47902999999997,1.7790936999999998,743,41
86,-0.12062000000003081,306.73953,306.7068,-0.032730000000015025,7.569092299999999,321.35062,0.96799946,313,40
87,-0.16197999999997137,313.69943,313.6932,-0.006230000000016389,13.999965,313.79214,1.7904339,145,25
88,-0.3321200000000317,317.4236,317.59436,0.17075999999997293,12.738189,313.62585,1.6290672,400,15
89,-0.3491999999999962,315.44077000000004,315.7212,0.2804299999999671,9.124901,320.92413,1.1669694,766,18
90,-0.03576000000003887,308.801,308.54596000000004,-0.2550399999999513,6.006048000000001,317.4193,0.7681041999999999,691,47
91,0.12547999999998183,311.88473999999997,311.63187,-0.25286999999997306,13.988547,321.89102,1.7889737000000001,741,17
92,-0.03061999999999898,311.09866,310.9069,-0.19175999999998794,7.396478999999999,313.40256,0.9459243,880,13
93,-0.214999999999975,306.95255,307.08907999999997,0.13652999999999338,11.184968,319.36368,1.4304283000000002,811,34
94,0.19189000000000078,308.05432,307.62845,-0.4258700000000317,12.983376,318.8992,1.6604238000000002,729,39
95,-0.01523999999994885,310.17276,310.0189,-0.15386000000000877,13.40439,315.24292,1.7142668,175,17
96,-0.32152999999999565,313.62863,313.83173,0.20310000000000628,11.124481,323.01105,1.4226927,662,26
97,0.22037000000000262,310.25973999999997,309.81656,-0.4431799999999839,13.762084,318.76263,1.7600116999999997,745,34
98,-0.09073000000006459,316.22208,316.03137000000004,-0.1907099999999673,7.38302,314.37836,0.944203,251,19
99,-0.17910000000000537,307.4836,307.56625,0.082650000000001,6.1890035,319.2615,0.79150206,873,41
