,Delta_T1_i^k+1,T1_i-1^k,T1_i^k,Delta_T1_i^k,m_flow^k,T_in^k,v^k,t_samples,x_samples
82,0.02623999999997295,312.13153,311.9238,-0.20772999999996955,13.714433999999999,313.73865,1.7539177,166,6
83,-0.43878000000006523,313.38422,313.73596000000003,0.3517400000000066,11.647959,314.04822,1.4896394,346,16
84,0.09329000000002452,312.10794,311.80588,-0.3020599999999831,13.055081,321.819,1.6695942,98,41
85,0.04663999999996804,310.2866,309.8045,-0.48210000000000264,6.5032825,313.26904,0.8316948000000001,940,37
86,-0.19070999999991045,316.61093,316.59252999999995,-0.018400000000042382,9.952481,318.30838,1.2728075,763,19
87,0.282100000000014,308.58038,308.10177999999996,-0.47860000000002856,13.413437,316.13312,1.7154237,393,38
88,-0.17907999999999902,308.80905,308.89633,0.08727999999996428,6.3612523,322.69742,0.8135306999999999,297,28
89,-0.34753999999998086,315.22046,315.6374,0.41694000000001097,6.310784,322.45255,0.8070764,864,13
90,-0.15680000000003247,311.81656,311.81357,-0.002989999999954307,6.018525,316.88034,0.7696999,279,25
91,0.24670000000003256,310.4078,309.9579,-0.44990000000001373,13.949420000000002,323.1255,1.7839698,374,22
92,-0.15769000000000233,308.53182999999996,308.55872,0.026890000000037162,6.2014933,322.88599999999997,0.7930994,865,36
93,-0.3569599999999582,317.4121,317.80147999999997,0.3893799999999601,6.127671,315.02335,0.7836583,943,7
94,0.013610000000028322,307.36963,307.05115,-0.31847999999996546,7.342558400000001,314.26306,0.93902844,936,44
95,0.0005499999999756255,304.78482,304.591,-0.19382000000001653,9.926598,322.35266,1.2694973,223,48
96,0.4841400000000249,316.92416000000003,315.76678,-1.157380000000046,9.11333,320.32993,1.1654897,930,8
97,-0.10957000000001926,307.0947,307.05667,-0.038029999999992015,13.66327,313.6894,1.7473743999999998,516,39
98,-0.15082000000001017,307.12393,307.15625,0.032320000000026994,7.283413,322.19876,0.93146443,310,36
99,0.5853499999999485,314.8506,314.00375,-0.8468499999999608,13.661137,317.85837000000004,1.7471017,746,16
